operation, CNOT count, 1-qubit Clifford count, T count, R count, M count, T depth, initial width, extra width, comment, full depth
QLowMC.SBox, 60, 6, 21, 0, 0, 1, 6, 7, in_place = false, 11
QLowMC.InPlace.SBox, 50, 6, 21, 0, 0, 3, 3, 4, in_place = true, 23
QLowMC.SBoxLayer, 600, 60, 210, 0, 0, 1, 62, 7, in_place = false - L0, 11
QLowMC.InPlace.SBoxLayer, 500, 60, 210, 0, 0, 3, 32, 4, in_place = true - L0, 23
QLowMC.SBoxLayer, 600, 60, 210, 0, 0, 1, 158, 7, in_place = false - L1, 11
QLowMC.InPlace.SBoxLayer, 500, 60, 210, 0, 0, 3, 128, 4, in_place = true - L1, 23
QLowMC.SBoxLayer, 600, 60, 210, 0, 0, 1, 222, 7, in_place = false - L3, 11
QLowMC.InPlace.SBoxLayer, 500, 60, 210, 0, 0, 3, 192, 4, in_place = true - L3, 23
QLowMC.SBoxLayer, 600, 60, 210, 0, 0, 1, 286, 7, in_place = false - L5, 11
QLowMC.InPlace.SBoxLayer, 500, 60, 210, 0, 0, 3, 256, 4, in_place = true - L5, 23
QLowMC.InPlace.L0.KeyExpansion_r0, 436, 0, 0, 0, 0, 0, 32, 0, in_place = true - L0 - round 0, 184
QLowMC.InPlace.L0.KeyExpansion_r1, 496, 0, 0, 0, 0, 0, 32, 0, in_place = true - L0 - round 1, 190
QLowMC.InPlace.L0.AffineLayer_r1, 486, 11, 0, 0, 0, 0, 32, 0, in_place = true - L0 - round 1, 196
QLowMC.Round, 1614, 71, 210, 0, 0, 1, 94, 7, in_place = true - L0 - round 1, 205
QLowMC.InPlace.L0.KeyExpansion_r2, 488, 0, 0, 0, 0, 0, 32, 0, in_place = true - L0 - round 2, 178
QLowMC.InPlace.L0.AffineLayer_r2, 503, 20, 0, 0, 0, 0, 32, 0, in_place = true - L0 - round 2, 196
QLowMC.Round, 1623, 80, 210, 0, 0, 1, 94, 7, in_place = true - L0 - round 2, 205
QLowMC.InPlace.L0.KeyExpansion_r3, 477, 0, 0, 0, 0, 0, 32, 0, in_place = true - L0 - round 3, 179
QLowMC.InPlace.L0.AffineLayer_r3, 476, 13, 0, 0, 0, 0, 32, 0, in_place = true - L0 - round 3, 192
QLowMC.Round, 1585, 73, 210, 0, 0, 1, 94, 7, in_place = true - L0 - round 3, 202
QLowMC.InPlace.L0.KeyExpansion_r4, 488, 0, 0, 0, 0, 0, 32, 0, in_place = true - L0 - round 4, 178
QLowMC.InPlace.L0.AffineLayer_r4, 489, 17, 0, 0, 0, 0, 32, 0, in_place = true - L0 - round 4, 179
QLowMC.Round, 1609, 77, 210, 0, 0, 1, 94, 7, in_place = true - L0 - round 4, 190
QLowMC.InPlace.L0.KeyExpansion_r5, 471, 0, 0, 0, 0, 0, 32, 0, in_place = true - L0 - round 5, 163
QLowMC.InPlace.L0.AffineLayer_r5, 479, 18, 0, 0, 0, 0, 32, 0, in_place = true - L0 - round 5, 207
QLowMC.Round, 1582, 78, 210, 0, 0, 1, 94, 7, in_place = true - L0 - round 5, 217
QLowMC.InPlace.L0.KeyExpansion_r6, 493, 0, 0, 0, 0, 0, 32, 0, in_place = true - L0 - round 6, 217
QLowMC.InPlace.L0.AffineLayer_r6, 490, 18, 0, 0, 0, 0, 32, 0, in_place = true - L0 - round 6, 193
QLowMC.Round, 1615, 78, 210, 0, 0, 1, 94, 7, in_place = true - L0 - round 6, 218
QLowMC.InPlace.L0.KeyExpansion_r7, 493, 0, 0, 0, 0, 0, 32, 0, in_place = true - L0 - round 7, 172
QLowMC.InPlace.L0.AffineLayer_r7, 479, 11, 0, 0, 0, 0, 32, 0, in_place = true - L0 - round 7, 191
QLowMC.Round, 1604, 71, 210, 0, 0, 1, 94, 7, in_place = true - L0 - round 7, 203
QLowMC.InPlace.L0.KeyExpansion_r8, 479, 0, 0, 0, 0, 0, 32, 0, in_place = true - L0 - round 8, 181
QLowMC.InPlace.L0.AffineLayer_r8, 491, 18, 0, 0, 0, 0, 32, 0, in_place = true - L0 - round 8, 223
QLowMC.Round, 1602, 78, 210, 0, 0, 1, 94, 7, in_place = true - L0 - round 8, 233
QLowMC.InPlace.L0.KeyExpansion_r9, 480, 0, 0, 0, 0, 0, 32, 0, in_place = true - L0 - round 9, 164
QLowMC.InPlace.L0.AffineLayer_r9, 474, 17, 0, 0, 0, 0, 32, 0, in_place = true - L0 - round 9, 169
QLowMC.Round, 1586, 77, 210, 0, 0, 1, 94, 7, in_place = true - L0 - round 9, 179
QLowMC.InPlace.L0.KeyExpansion_r10, 454, 0, 0, 0, 0, 0, 32, 0, in_place = true - L0 - round 10, 169
QLowMC.InPlace.L0.AffineLayer_r10, 475, 13, 0, 0, 0, 0, 32, 0, in_place = true - L0 - round 10, 167
QLowMC.Round, 1561, 73, 210, 0, 0, 1, 94, 7, in_place = true - L0 - round 10, 176
QLowMC.InPlace.L1.KeyExpansion_r0, 8065, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 0, 2043
QLowMC.InPlace.L1.KeyExpansion_r1, 8104, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 1, 2438
QLowMC.InPlace.L1.AffineLayer_r1, 8093, 60, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 1, 2365
QLowMC.Round, 16925, 120, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 1, 2439
QLowMC.InPlace.L1.KeyExpansion_r2, 8165, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 2, 2416
QLowMC.InPlace.L1.AffineLayer_r2, 8089, 66, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 2, 2279
QLowMC.Round, 16982, 126, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 2, 2417
QLowMC.InPlace.L1.KeyExpansion_r3, 8055, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 3, 2305
QLowMC.InPlace.L1.AffineLayer_r3, 7953, 62, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 3, 2187
QLowMC.Round, 16736, 122, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 3, 2306
QLowMC.InPlace.L1.KeyExpansion_r4, 8039, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 4, 2308
QLowMC.InPlace.L1.AffineLayer_r4, 8164, 78, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 4, 2393
QLowMC.Round, 16931, 138, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 4, 2394
QLowMC.InPlace.L1.KeyExpansion_r5, 8078, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 5, 2101
QLowMC.InPlace.L1.AffineLayer_r5, 8087, 68, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 5, 2400
QLowMC.Round, 16893, 128, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 5, 2401
QLowMC.InPlace.L1.KeyExpansion_r6, 8021, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 6, 2143
QLowMC.InPlace.L1.AffineLayer_r6, 8055, 53, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 6, 2128
QLowMC.Round, 16804, 113, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 6, 2144
QLowMC.InPlace.L1.KeyExpansion_r7, 8077, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 7, 2152
QLowMC.InPlace.L1.AffineLayer_r7, 8054, 73, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 7, 2243
QLowMC.Round, 16859, 133, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 7, 2244
QLowMC.InPlace.L1.KeyExpansion_r8, 8002, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 8, 2291
QLowMC.InPlace.L1.AffineLayer_r8, 8014, 61, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 8, 2215
QLowMC.Round, 16744, 121, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 8, 2292
QLowMC.InPlace.L1.KeyExpansion_r9, 8089, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 9, 2357
QLowMC.InPlace.L1.AffineLayer_r9, 7982, 65, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 9, 2405
QLowMC.Round, 16799, 125, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 9, 2406
QLowMC.InPlace.L1.KeyExpansion_r10, 8001, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 10, 2189
QLowMC.InPlace.L1.AffineLayer_r10, 7981, 54, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 10, 2324
QLowMC.Round, 16710, 114, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 10, 2325
QLowMC.InPlace.L1.KeyExpansion_r11, 8086, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 11, 2271
QLowMC.InPlace.L1.AffineLayer_r11, 8079, 58, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 11, 2295
QLowMC.Round, 16893, 118, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 11, 2296
QLowMC.InPlace.L1.KeyExpansion_r12, 8027, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 12, 2418
QLowMC.InPlace.L1.AffineLayer_r12, 8094, 60, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 12, 2377
QLowMC.Round, 16849, 120, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 12, 2419
QLowMC.InPlace.L1.KeyExpansion_r13, 7977, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 13, 2435
QLowMC.InPlace.L1.AffineLayer_r13, 7992, 71, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 13, 2195
QLowMC.Round, 16697, 131, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 13, 2436
QLowMC.InPlace.L1.KeyExpansion_r14, 8074, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 14, 2364
QLowMC.InPlace.L1.AffineLayer_r14, 8201, 67, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 14, 2316
QLowMC.Round, 17003, 127, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 14, 2365
QLowMC.InPlace.L1.KeyExpansion_r15, 8096, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 15, 2283
QLowMC.InPlace.L1.AffineLayer_r15, 8065, 58, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 15, 2348
QLowMC.Round, 16889, 118, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 15, 2349
QLowMC.InPlace.L1.KeyExpansion_r16, 7989, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 16, 2263
QLowMC.InPlace.L1.AffineLayer_r16, 8082, 71, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 16, 2169
QLowMC.Round, 16799, 131, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 16, 2264
QLowMC.InPlace.L1.KeyExpansion_r17, 8091, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 17, 2355
QLowMC.InPlace.L1.AffineLayer_r17, 8164, 57, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 17, 2546
QLowMC.Round, 16983, 117, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 17, 2547
QLowMC.InPlace.L1.KeyExpansion_r18, 7948, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 18, 2501
QLowMC.InPlace.L1.AffineLayer_r18, 8031, 55, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 18, 2215
QLowMC.Round, 16707, 115, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 18, 2502
QLowMC.InPlace.L1.KeyExpansion_r19, 8074, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 19, 2211
QLowMC.InPlace.L1.AffineLayer_r19, 7936, 59, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 19, 2474
QLowMC.Round, 16738, 119, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 19, 2475
QLowMC.InPlace.L1.KeyExpansion_r20, 8001, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 20, 2287
QLowMC.InPlace.L1.AffineLayer_r20, 8045, 70, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 20, 2282
QLowMC.Round, 16774, 130, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 20, 2288
QLowMC.InPlace.L3.KeyExpansion_r0, 18161, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 0, 4710
QLowMC.InPlace.L3.KeyExpansion_r1, 18242, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 1, 4896
QLowMC.InPlace.L3.AffineLayer_r1, 18080, 90, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 1, 5301
QLowMC.Round, 37114, 150, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 1, 5302
QLowMC.InPlace.L3.KeyExpansion_r2, 18390, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 2, 4917
QLowMC.InPlace.L3.AffineLayer_r2, 18235, 96, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 2, 4784
QLowMC.Round, 37417, 156, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 2, 4918
QLowMC.InPlace.L3.KeyExpansion_r3, 18150, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 3, 4939
QLowMC.InPlace.L3.AffineLayer_r3, 18183, 86, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 3, 5325
QLowMC.Round, 37125, 146, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 3, 5326
QLowMC.InPlace.L3.KeyExpansion_r4, 18138, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 4, 5094
QLowMC.InPlace.L3.AffineLayer_r4, 18180, 98, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 4, 5177
QLowMC.Round, 37110, 158, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 4, 5178
QLowMC.InPlace.L3.KeyExpansion_r5, 18302, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 5, 5094
QLowMC.InPlace.L3.AffineLayer_r5, 18310, 96, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 5, 5174
QLowMC.Round, 37404, 156, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 5, 5175
QLowMC.InPlace.L3.KeyExpansion_r6, 18098, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 6, 4922
QLowMC.InPlace.L3.AffineLayer_r6, 18375, 100, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 6, 4809
QLowMC.Round, 37265, 160, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 6, 4923
QLowMC.InPlace.L3.KeyExpansion_r7, 18344, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 7, 4968
QLowMC.InPlace.L3.AffineLayer_r7, 18293, 99, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 7, 5016
QLowMC.Round, 37429, 159, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 7, 5017
QLowMC.InPlace.L3.KeyExpansion_r8, 18119, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 8, 5306
QLowMC.InPlace.L3.AffineLayer_r8, 18194, 97, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 8, 4572
QLowMC.Round, 37105, 157, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 8, 5307
QLowMC.InPlace.L3.KeyExpansion_r9, 18208, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 9, 5046
QLowMC.InPlace.L3.AffineLayer_r9, 18117, 104, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 9, 5023
QLowMC.Round, 37117, 164, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 9, 5047
QLowMC.InPlace.L3.KeyExpansion_r10, 18323, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 10, 5147
QLowMC.InPlace.L3.AffineLayer_r10, 18259, 101, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 10, 4874
QLowMC.Round, 37374, 161, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 10, 5148
QLowMC.InPlace.L3.KeyExpansion_r11, 18065, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 11, 4722
QLowMC.InPlace.L3.AffineLayer_r11, 18259, 101, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 11, 4916
QLowMC.Round, 37116, 161, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 11, 4917
QLowMC.InPlace.L3.KeyExpansion_r12, 18195, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 12, 5133
QLowMC.InPlace.L3.AffineLayer_r12, 18265, 93, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 12, 5070
QLowMC.Round, 37252, 153, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 12, 5134
QLowMC.InPlace.L3.KeyExpansion_r13, 18203, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 13, 5008
QLowMC.InPlace.L3.AffineLayer_r13, 18196, 104, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 13, 4884
QLowMC.Round, 37191, 164, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 13, 5009
QLowMC.InPlace.L3.KeyExpansion_r14, 18304, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 14, 4967
QLowMC.InPlace.L3.AffineLayer_r14, 18210, 84, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 14, 5504
QLowMC.Round, 37306, 144, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 14, 5505
QLowMC.InPlace.L3.KeyExpansion_r15, 18160, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 15, 4507
QLowMC.InPlace.L3.AffineLayer_r15, 18270, 94, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 15, 5350
QLowMC.Round, 37222, 154, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 15, 5351
QLowMC.InPlace.L3.KeyExpansion_r16, 18209, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 16, 5142
QLowMC.InPlace.L3.AffineLayer_r16, 18094, 112, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 16, 4971
QLowMC.Round, 37095, 172, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 16, 5143
QLowMC.InPlace.L3.KeyExpansion_r17, 18200, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 17, 4803
QLowMC.InPlace.L3.AffineLayer_r17, 18333, 95, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 17, 5561
QLowMC.Round, 37325, 155, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 17, 5562
QLowMC.InPlace.L3.KeyExpansion_r18, 18172, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 18, 5235
QLowMC.InPlace.L3.AffineLayer_r18, 18230, 98, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 18, 5256
QLowMC.Round, 37194, 158, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 18, 5257
QLowMC.InPlace.L3.KeyExpansion_r19, 18378, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 19, 5269
QLowMC.InPlace.L3.AffineLayer_r19, 18089, 90, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 19, 5001
QLowMC.Round, 37259, 150, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 19, 5270
QLowMC.InPlace.L3.KeyExpansion_r20, 18185, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 20, 4764
